timestamp,value,well_id,observed_property_id,worker_id,unit_id
2/15/2022 0:00,0.33,1,5,1,8
2/4/2022 0:00,0.73,1,5,1,8
1/25/2022 0:00,0.93,1,5,1,8
1/14/2022 0:00,0.03,1,5,1,8
1/5/2022 0:00,0.43,1,5,1,8
12/23/2021 0:00,0.73,1,5,1,8
12/15/2021 0:00,0.93,1,5,1,8
12/6/2021 0:00,0.43,1,5,1,8
11/24/2021 0:00,0.53,1,5,1,8
11/15/2021 0:00,0.73,1,5,1,8
11/5/2021 0:00,0.13,1,5,1,8
10/25/2021 0:00,0.53,1,5,1,8
10/15/2021 0:00,0.73,1,5,1,8
10/5/2021 0:00,0.63,1,5,1,8
9/24/2021 0:00,0.83,1,5,1,8
9/15/2021 0:00,0.83,1,5,1,8
9/8/2021 0:00,0.53,1,5,1,8
8/25/2021 0:00,0.23,1,5,1,8
8/16/2021 0:00,0.43,1,5,1,8
8/5/2021 0:00,0.13,1,5,1,8
7/26/2021 0:00,0.13,1,5,1,8
7/15/2021 0:00,0.73,1,5,1,8
7/6/2021 0:00,0.13,1,5,1,8
6/25/2021 0:00,0.03,1,5,1,8
6/15/2021 0:00,0.43,1,5,1,8
6/4/2021 0:00,0.63,1,5,1,8
5/25/2021 0:00,0.93,1,5,1,8
5/14/2021 0:00,0.13,1,5,1,8
5/5/2021 0:00,0.13,1,5,1,8
4/26/2021 0:00,0.03,1,5,1,8
4/15/2021 0:00,0.73,1,5,1,8
4/5/2021 0:00,0.03,1,5,1,8
3/26/2021 0:00,0.03,1,5,1,8
3/15/2021 0:00,0.93,1,5,1,8
3/5/2021 0:00,0.53,1,5,1,8
2/25/2021 0:00,0.33,1,5,1,8
2/17/2021 0:00,0.53,1,5,1,8
2/5/2021 0:00,0.83,1,5,1,8
1/25/2021 0:00,0.73,1,5,1,8
1/15/2021 0:00,0.13,1,5,1,8
1/5/2021 0:00,0.33,1,5,1,8
2/15/2022 0:00,0.93,2,5,1,8
2/4/2022 0:00,0.33,2,5,1,8
1/25/2022 0:00,0.63,2,5,1,8
1/14/2022 0:00,0.73,2,5,1,8
1/5/2022 0:00,0.13,2,5,1,8
12/23/2021 0:00,0.53,2,5,1,8
12/15/2021 0:00,0.03,2,5,1,8
12/6/2021 0:00,0.33,2,5,1,8
11/24/2021 0:00,0.73,2,5,1,8
11/15/2021 0:00,0.13,2,5,1,8
11/5/2021 0:00,0.43,2,5,1,8
10/25/2021 0:00,0.03,2,5,1,8
10/15/2021 0:00,0.43,2,5,1,8
10/5/2021 0:00,0.63,2,5,1,8
9/24/2021 0:00,0.63,2,5,1,8
9/15/2021 0:00,0.53,2,5,1,8
9/8/2021 0:00,0.23,2,5,1,8
8/25/2021 0:00,0.13,2,5,1,8
8/16/2021 0:00,0.73,2,5,1,8
8/5/2021 0:00,0.63,2,5,1,8
7/26/2021 0:00,0.63,2,5,1,8
7/15/2021 0:00,0.43,2,5,1,8
7/6/2021 0:00,0.23,2,5,1,8
6/25/2021 0:00,0.93,2,5,1,8
6/15/2021 0:00,0.23,2,5,1,8
6/4/2021 0:00,0.63,2,5,1,8
5/25/2021 0:00,0.03,2,5,1,8
5/14/2021 0:00,0.63,2,5,1,8
5/5/2021 0:00,0.43,2,5,1,8
4/26/2021 0:00,0.43,2,5,1,8
4/15/2021 0:00,0.23,2,5,1,8
4/5/2021 0:00,0.43,2,5,1,8
3/26/2021 0:00,0.93,2,5,1,8
3/15/2021 0:00,0.73,2,5,1,8
3/5/2021 0:00,0.43,2,5,1,8
2/25/2021 0:00,0.23,2,5,1,8
2/17/2021 0:00,0.23,2,5,1,8
2/5/2021 0:00,0.53,2,5,1,8
1/25/2021 0:00,0.73,2,5,1,8
1/15/2021 0:00,0.03,2,5,1,8
1/5/2021 0:00,0.33,2,5,1,8
2/15/2022 0:00,0.1,3,5,1,8
2/4/2022 0:00,0.2,3,5,1,8
1/25/2022 0:00,0.5,3,5,1,8
1/14/2022 0:00,0.9,3,5,1,8
1/5/2022 0:00,0.3,3,5,1,8
12/23/2021 0:00,0.8,3,5,1,8
12/15/2021 0:00,0.4,3,5,1,8
12/6/2021 0:00,0.9,3,5,1,8
11/24/2021 0:00,0.6,3,5,1,8
11/15/2021 0:00,0.3,3,5,1,8
11/5/2021 0:00,0.8,3,5,1,8
10/25/2021 0:00,0,3,5,1,8
10/15/2021 0:00,0,3,5,1,8
10/5/2021 0:00,0.5,3,5,1,8
9/24/2021 0:00,0.9,3,5,1,8
9/15/2021 0:00,0.9,3,5,1,8
9/8/2021 0:00,0.2,3,5,1,8
8/25/2021 0:00,0.4,3,5,1,8
8/16/2021 0:00,0.3,3,5,1,8
8/5/2021 0:00,0,3,5,1,8
7/26/2021 0:00,0,3,5,1,8
7/15/2021 0:00,0.3,3,5,1,8
7/6/2021 0:00,0.3,3,5,1,8
6/25/2021 0:00,0.5,3,5,1,8
6/15/2021 0:00,0.8,3,5,1,8
6/4/2021 0:00,0.6,3,5,1,8
5/25/2021 0:00,0.7,3,5,1,8
5/14/2021 0:00,0.44,3,5,1,8
5/5/2021 0:00,0.4,3,5,1,8
4/26/2021 0:00,0.7,3,5,1,8
4/15/2021 0:00,0.7,3,5,1,8
4/5/2021 0:00,0,3,5,1,8
3/26/2021 0:00,0.8,3,5,1,8
3/15/2021 0:00,0.9,3,5,1,8
3/5/2021 0:00,0.4,3,5,1,8
2/25/2021 0:00,0.4,3,5,1,8
2/17/2021 0:00,0.5,3,5,1,8
2/5/2021 0:00,0.4,3,5,1,8
1/25/2021 0:00,0.2,3,5,1,8
1/15/2021 0:00,0.5,3,5,1,8
1/5/2021 0:00,0,3,5,1,8
2/15/2022 0:00,0.34,4,5,1,8
2/4/2022 0:00,0.94,4,5,1,8
1/25/2022 0:00,0.24,4,5,1,8
1/14/2022 0:00,0.14,4,5,1,8
1/5/2022 0:00,0.94,4,5,1,8
12/23/2021 0:00,0.04,4,5,1,8
12/15/2021 0:00,0.14,4,5,1,8
12/6/2021 0:00,0.24,4,5,1,8
11/24/2021 0:00,0.74,4,5,1,8
11/15/2021 0:00,0.14,4,5,1,8
11/5/2021 0:00,0.04,4,5,1,8
10/25/2021 0:00,0.34,4,5,1,8
10/15/2021 0:00,0.24,4,5,1,8
10/5/2021 0:00,0.84,4,5,1,8
9/24/2021 0:00,0.04,4,5,1,8
9/15/2021 0:00,0.14,4,5,1,8
9/8/2021 0:00,0.44,4,5,1,8
8/25/2021 0:00,0.24,4,5,1,8
8/16/2021 0:00,0.74,4,5,1,8
8/5/2021 0:00,0.34,4,5,1,8
7/26/2021 0:00,0.94,4,5,1,8
7/15/2021 0:00,0.84,4,5,1,8
7/6/2021 0:00,0.44,4,5,1,8
6/25/2021 0:00,0.44,4,5,1,8
6/15/2021 0:00,0.74,4,5,1,8
6/4/2021 0:00,0.84,4,5,1,8
5/25/2021 0:00,0.44,4,5,1,8
5/14/2021 0:00,0.14,4,5,1,8
5/5/2021 0:00,0.84,4,5,1,8
4/26/2021 0:00,0.94,4,5,1,8
4/15/2021 0:00,0.64,4,5,1,8
4/5/2021 0:00,0.04,4,5,1,8
3/26/2021 0:00,0.44,4,5,1,8
3/15/2021 0:00,0.14,4,5,1,8
3/5/2021 0:00,0.04,4,5,1,8
2/25/2021 0:00,0.14,4,5,1,8
2/17/2021 0:00,0.24,4,5,1,8
2/5/2021 0:00,0.84,4,5,1,8
1/25/2021 0:00,0.44,4,5,1,8
1/15/2021 0:00,0.74,4,5,1,8
1/5/2021 0:00,0.74,4,5,1,8
2/15/2022 0:00,0.1,5,5,1,8
2/4/2022 0:00,0,5,5,1,8
1/25/2022 0:00,0.5,5,5,1,8
1/14/2022 0:00,0.8,5,5,1,8
1/5/2022 0:00,0.6,5,5,1,8
12/23/2021 0:00,0.9,5,5,1,8
12/15/2021 0:00,0.8,5,5,1,8
12/6/2021 0:00,0.3,5,5,1,8
11/24/2021 0:00,0.8,5,5,1,8
11/15/2021 0:00,0,5,5,1,8
11/5/2021 0:00,0.6,5,5,1,8
10/25/2021 0:00,0.6,5,5,1,8
10/15/2021 0:00,0.6,5,5,1,8
10/5/2021 0:00,0.6,5,5,1,8
9/24/2021 0:00,0.9,5,5,1,8
9/15/2021 0:00,0,5,5,1,8
9/8/2021 0:00,0.6,5,5,1,8
8/25/2021 0:00,0.6,5,5,1,8
8/16/2021 0:00,0.9,5,5,1,8
8/5/2021 0:00,0,5,5,1,8
7/26/2021 0:00,0,5,5,1,8
7/15/2021 0:00,0.4,5,5,1,8
7/6/2021 0:00,0.1,5,5,1,8
6/25/2021 0:00,0.8,5,5,1,8
6/15/2021 0:00,0.6,5,5,1,8
6/4/2021 0:00,0.3,5,5,1,8
5/25/2021 0:00,0.6,5,5,1,8
5/14/2021 0:00,0.5,5,5,1,8
5/5/2021 0:00,0.5,5,5,1,8
4/26/2021 0:00,0.11,5,5,1,8
4/15/2021 0:00,0.6,5,5,1,8
4/5/2021 0:00,0.6,5,5,1,8
3/26/2021 0:00,0,5,5,1,8
3/15/2021 0:00,0.6,5,5,1,8
3/5/2021 0:00,0.4,5,5,1,8
2/25/2021 0:00,0.6,5,5,1,8
2/17/2021 0:00,0,5,5,1,8
2/5/2021 0:00,0.4,5,5,1,8
1/25/2021 0:00,0.5,5,5,1,8
1/15/2021 0:00,0.5,5,5,1,8
1/5/2021 0:00,0.1,5,5,1,8
2/15/2022 0:00,0.81,4,5,1,8
2/4/2022 0:00,0.11,4,5,1,8
1/25/2022 0:00,0.51,4,5,1,8
1/14/2022 0:00,0.81,4,5,1,8
1/5/2022 0:00,0.91,4,5,1,8
12/23/2021 0:00,0.31,4,5,1,8
12/15/2021 0:00,0.81,4,5,1,8
12/6/2021 0:00,0.91,4,5,1,8
11/24/2021 0:00,0.61,4,5,1,8
11/15/2021 0:00,0.71,4,5,1,8
11/5/2021 0:00,0.51,4,5,1,8
10/25/2021 0:00,0.91,4,5,1,8
10/15/2021 0:00,0.11,4,5,1,8
10/5/2021 0:00,0.51,4,5,1,8
9/24/2021 0:00,0.01,4,5,1,8
9/15/2021 0:00,0.51,4,5,1,8
9/8/2021 0:00,0.81,4,5,1,8
8/25/2021 0:00,0.71,4,5,1,8
8/16/2021 0:00,0.31,4,5,1,8
8/5/2021 0:00,0.51,4,5,1,8
7/26/2021 0:00,0.01,4,5,1,8
7/15/2021 0:00,0.61,4,5,1,8
7/6/2021 0:00,0.71,4,5,1,8
6/25/2021 0:00,0.61,4,5,1,8
6/15/2021 0:00,0.51,4,5,1,8
6/4/2021 0:00,0.11,4,5,1,8
5/25/2021 0:00,0.91,4,5,1,8
5/14/2021 0:00,0.21,4,5,1,8
5/5/2021 0:00,0.21,4,5,1,8
4/26/2021 0:00,0.81,4,5,1,8
4/15/2021 0:00,0.61,4,5,1,8
4/5/2021 0:00,0.21,4,5,1,8
3/26/2021 0:00,0.11,4,5,1,8
3/15/2021 0:00,0.31,4,5,1,8
3/5/2021 0:00,0.31,4,5,1,8
2/25/2021 0:00,0.11,4,5,1,8
2/17/2021 0:00,0.31,4,5,1,8
2/5/2021 0:00,0.31,4,5,1,8
1/25/2021 0:00,0.11,4,5,1,8
1/15/2021 0:00,0.01,4,5,1,8
1/5/2021 0:00,0.11,4,5,1,8
2/15/2022 0:00,0.49,7,5,1,8
2/4/2022 0:00,0.99,7,5,1,8
1/25/2022 0:00,0.19,7,5,1,8
1/14/2022 0:00,0.59,7,5,1,8
1/5/2022 0:00,0.49,7,5,1,8
12/23/2021 0:00,0.19,7,5,1,8
12/15/2021 0:00,0.79,7,5,1,8
12/6/2021 0:00,0.49,7,5,1,8
11/24/2021 0:00,0.39,7,5,1,8
11/15/2021 0:00,0.99,7,5,1,8
11/5/2021 0:00,0.39,7,5,1,8
10/25/2021 0:00,0.99,7,5,1,8
10/15/2021 0:00,0.89,7,5,1,8
10/5/2021 0:00,0.19,7,5,1,8
9/24/2021 0:00,0.99,7,5,1,8
9/15/2021 0:00,0.69,7,5,1,8
9/8/2021 0:00,0.49,7,5,1,8
8/25/2021 0:00,0.79,7,5,1,8
8/16/2021 0:00,0.99,7,5,1,8
8/5/2021 0:00,0.29,7,5,1,8
7/26/2021 0:00,0.19,7,5,1,8
7/15/2021 0:00,0.69,7,5,1,8
7/6/2021 0:00,0.19,7,5,1,8
6/25/2021 0:00,0.39,7,5,1,8
6/15/2021 0:00,0.79,7,5,1,8
6/4/2021 0:00,0.99,7,5,1,8
5/25/2021 0:00,0.99,7,5,1,8
5/14/2021 0:00,0.49,7,5,1,8
5/5/2021 0:00,0.19,7,5,1,8
4/26/2021 0:00,0.99,7,5,1,8
4/15/2021 0:00,0.79,7,5,1,8
4/5/2021 0:00,0.99,7,5,1,8
3/26/2021 0:00,0.69,7,5,1,8
3/15/2021 0:00,0.99,7,5,1,8
3/5/2021 0:00,0.19,7,5,1,8
2/25/2021 0:00,0.19,7,5,1,8
2/17/2021 0:00,0.39,7,5,1,8
2/5/2021 0:00,0.79,7,5,1,8
1/25/2021 0:00,0.29,7,5,1,8
1/15/2021 0:00,0.29,7,5,1,8
1/5/2021 0:00,0.69,7,5,1,8
2/15/2022 0:00,0.05,8,5,1,8
2/4/2022 0:00,0.75,8,5,1,8
1/25/2022 0:00,0.45,8,5,1,8
1/14/2022 0:00,0.35,8,5,1,8
1/5/2022 0:00,0.92,8,5,1,8
12/23/2021 0:00,0.85,8,5,1,8
12/15/2021 0:00,0.25,8,5,1,8
12/6/2021 0:00,0.35,8,5,1,8
11/24/2021 0:00,0.45,8,5,1,8
11/15/2021 0:00,0.55,8,5,1,8
11/5/2021 0:00,0.87,8,5,1,8
10/25/2021 0:00,0.45,8,5,1,8
10/15/2021 0:00,0.35,8,5,1,8
10/5/2021 0:00,0.95,8,5,1,8
9/24/2021 0:00,0.65,8,5,1,8
9/15/2021 0:00,0.95,8,5,1,8
9/8/2021 0:00,0.35,8,5,1,8
8/25/2021 0:00,0.65,8,5,1,8
8/16/2021 0:00,0.05,8,5,1,8
8/5/2021 0:00,0.95,8,5,1,8
7/26/2021 0:00,0.35,8,5,1,8
7/15/2021 0:00,0.65,8,5,1,8
7/6/2021 0:00,0.55,8,5,1,8
6/25/2021 0:00,0.25,8,5,1,8
6/15/2021 0:00,0.45,8,5,1,8
6/4/2021 0:00,0.65,8,5,1,8
5/25/2021 0:00,0.55,8,5,1,8
5/14/2021 0:00,0.05,8,5,1,8
5/5/2021 0:00,0.25,8,5,1,8
4/26/2021 0:00,0.65,8,5,1,8
4/15/2021 0:00,0.05,8,5,1,8
4/5/2021 0:00,0.95,8,5,1,8
3/26/2021 0:00,0.85,8,5,1,8
3/15/2021 0:00,0.75,8,5,1,8
3/5/2021 0:00,0.35,8,5,1,8
2/25/2021 0:00,0.05,8,5,1,8
2/17/2021 0:00,0.54,8,5,1,8
2/5/2021 0:00,0.35,8,5,1,8
1/25/2021 0:00,0.85,8,5,1,8
1/15/2021 0:00,0.39,8,5,1,8
1/5/2021 0:00,0.95,8,5,1,8
2/15/2022 0:00,0.35,9,5,1,8
2/4/2022 0:00,0.65,9,5,1,8
1/25/2022 0:00,0.95,9,5,1,8
1/14/2022 0:00,0.95,9,5,1,8
1/5/2022 0:00,0.25,9,5,1,8
12/23/2021 0:00,0.75,9,5,1,8
12/15/2021 0:00,0.25,9,5,1,8
12/6/2021 0:00,0.25,9,5,1,8
11/24/2021 0:00,0.35,9,5,1,8
11/15/2021 0:00,0.15,9,5,1,8
11/5/2021 0:00,0.25,9,5,1,8
10/25/2021 0:00,0.65,9,5,1,8
10/15/2021 0:00,0.35,9,5,1,8
10/5/2021 0:00,0.25,9,5,1,8
9/24/2021 0:00,0.15,9,5,1,8
9/15/2021 0:00,0.85,9,5,1,8
9/8/2021 0:00,0.85,9,5,1,8
8/25/2021 0:00,0.85,9,5,1,8
8/16/2021 0:00,0.15,9,5,1,8
8/5/2021 0:00,0.55,9,5,1,8
7/26/2021 0:00,0.65,9,5,1,8
7/15/2021 0:00,0.15,9,5,1,8
7/6/2021 0:00,0.95,9,5,1,8
6/25/2021 0:00,0.55,9,5,1,8
6/15/2021 0:00,0.55,9,5,1,8
6/4/2021 0:00,0.25,9,5,1,8
5/25/2021 0:00,0.85,9,5,1,8
5/14/2021 0:00,0.75,9,5,1,8
5/5/2021 0:00,0.85,9,5,1,8
4/26/2021 0:00,0.05,9,5,1,8
4/15/2021 0:00,0.95,9,5,1,8
4/5/2021 0:00,0.45,9,5,1,8
3/26/2021 0:00,0.65,9,5,1,8
3/15/2021 0:00,0.15,9,5,1,8
3/5/2021 0:00,0.45,9,5,1,8
2/25/2021 0:00,0.45,9,5,1,8
2/17/2021 0:00,0.45,9,5,1,8
2/5/2021 0:00,0.85,9,5,1,8
1/25/2021 0:00,0.55,9,5,1,8
1/15/2021 0:00,0.25,9,5,1,8
1/5/2021 0:00,0.85,9,5,1,8
2/15/2022 0:00,0,10,5,1,8
2/4/2022 0:00,0.46,10,5,1,8
1/25/2022 0:00,0.1,10,5,1,8
1/14/2022 0:00,0.2,10,5,1,8
1/5/2022 0:00,0.5,10,5,1,8
12/23/2021 0:00,0.8,10,5,1,8
12/15/2021 0:00,0.9,10,5,1,8
12/6/2021 0:00,0.3,10,5,1,8
11/24/2021 0:00,0.96,10,5,1,8
11/15/2021 0:00,0.4,10,5,1,8
11/5/2021 0:00,0.56,10,5,1,8
10/25/2021 0:00,0.1,10,5,1,8
10/15/2021 0:00,0.66,10,5,1,8
10/5/2021 0:00,0.1,10,5,1,8
9/24/2021 0:00,0.3,10,5,1,8
9/15/2021 0:00,0.4,10,5,1,8
9/8/2021 0:00,0.75,10,5,1,8
8/25/2021 0:00,0.3,10,5,1,8
8/16/2021 0:00,0.7,10,5,1,8
8/5/2021 0:00,0.3,10,5,1,8
7/26/2021 0:00,0.9,10,5,1,8
7/15/2021 0:00,0.9,10,5,1,8
7/6/2021 0:00,0.9,10,5,1,8
6/25/2021 0:00,0.9,10,5,1,8
6/15/2021 0:00,0.8,10,5,1,8
6/4/2021 0:00,0.2,10,5,1,8
5/25/2021 0:00,0.2,10,5,1,8
5/14/2021 0:00,0.8,10,5,1,8
5/5/2021 0:00,0.7,10,5,1,8
4/26/2021 0:00,0.4,10,5,1,8
4/15/2021 0:00,0.8,10,5,1,8
4/5/2021 0:00,0.5,10,5,1,8
3/26/2021 0:00,0,10,5,1,8
3/15/2021 0:00,0.6,10,5,1,8
3/5/2021 0:00,0.19,10,5,1,8
2/25/2021 0:00,0.2,10,5,1,8
2/17/2021 0:00,0.9,10,5,1,8
2/5/2021 0:00,0.3,10,5,1,8
1/25/2021 0:00,0.1,10,5,1,8
1/15/2021 0:00,0.8,10,5,1,8
1/5/2021 0:00,0.3,10,5,1,8
