timestamp_start,timestamp_end,notes,technician_id,meter_id,activity_type_id,location_id
2022-10-12 03:35:32,2022-02-23 16:14:36,test notes,13,53,4,2
2022-11-21 20:38:21,2020-08-15 15:48:25,test notes,11,64,1,1
2022-08-26 23:26:16,2021-11-23 14:58:45,test notes,14,19,4,2
2022-07-24 03:28:19,2023-05-15 15:01:38,test notes,6,36,2,5
2023-05-25 14:09:31,2021-01-16 23:56:22,test notes,4,58,3,4
2022-08-26 10:23:08,2021-04-07 23:30:26,test notes,14,49,1,7
2022-11-07 22:13:56,2023-01-26 12:40:16,test notes,7,64,4,1
2023-02-28 23:05:05,2022-01-21 07:49:28,test notes,14,67,3,2
2023-05-18 14:25:58,2022-09-03 12:34:13,test notes,4,18,3,6
2023-06-11 17:21:47,2021-08-28 02:30:19,test notes,2,57,2,7
2022-09-28 01:39:57,2021-04-18 18:37:59,test notes,4,58,3,5
2023-03-27 08:33:15,2020-11-09 00:48:30,test notes,14,85,1,7
2022-11-09 04:23:57,2021-02-03 00:24:06,test notes,3,26,2,5
2022-07-25 08:00:58,2021-08-12 23:47:08,test notes,3,59,4,7
2023-02-20 21:45:18,2020-07-01 06:50:58,test notes,11,60,1,4
2023-01-12 06:38:45,2020-10-16 20:30:34,test notes,6,37,1,2
2022-11-30 22:25:25,2021-07-01 20:30:48,test notes,3,29,4,3
2022-11-26 09:39:05,2023-05-24 11:39:40,test notes,5,89,3,4
2022-07-18 12:03:18,2023-04-14 17:05:55,test notes,10,9,4,5
2022-12-17 07:59:35,2021-01-06 13:21:41,test notes,9,97,1,7
2023-02-06 04:43:01,2022-07-28 03:12:38,test notes,5,59,3,5
2023-02-23 00:27:03,2022-12-12 02:03:59,test notes,4,7,4,1
2022-07-29 23:39:31,2021-12-22 03:26:49,test notes,13,24,4,2
2022-12-19 14:12:27,2020-07-02 19:57:03,test notes,5,82,2,6
2023-03-30 03:44:00,2021-04-24 13:00:15,test notes,5,91,3,5
2023-01-10 01:09:00,2021-09-25 10:27:40,test notes,9,35,3,1
2022-12-24 04:47:50,2022-01-02 08:12:52,test notes,4,13,3,4
2023-04-13 20:00:43,2022-10-22 19:19:13,test notes,6,3,3,4
2023-01-22 01:30:32,2021-04-29 17:46:39,test notes,14,95,3,6
2022-11-20 07:13:27,2020-08-02 12:21:07,test notes,6,11,4,7
2022-08-24 04:00:33,2022-11-28 23:45:51,test notes,4,89,4,5
2022-11-03 16:13:12,2020-10-13 00:08:07,test notes,10,29,2,7
2023-06-27 00:35:05,2022-12-25 04:31:59,test notes,2,44,3,4
2023-03-01 14:46:58,2020-09-24 02:57:09,test notes,1,69,1,3
2023-05-21 05:36:06,2021-10-29 21:52:32,test notes,7,33,3,2
2023-04-05 15:29:05,2022-03-16 13:59:26,test notes,5,24,1,5
2022-08-10 02:51:17,2021-05-14 06:57:38,test notes,8,43,3,5
2023-03-31 09:40:05,2023-02-11 12:17:19,test notes,2,4,2,2
2022-11-04 04:50:17,2022-08-24 09:49:13,test notes,14,31,1,7
2022-09-16 17:37:31,2022-01-17 11:21:33,test notes,1,82,2,7
2022-12-14 09:44:57,2020-05-15 10:31:16,test notes,14,99,2,5
2023-03-08 14:06:30,2021-01-27 11:13:27,test notes,1,51,4,1
2023-01-25 11:53:20,2023-06-19 18:35:12,test notes,2,100,4,7
2022-07-24 06:09:25,2021-08-17 16:41:35,test notes,7,39,4,6
2023-01-07 08:20:03,2020-11-03 15:58:24,test notes,9,61,3,4
2022-07-18 12:35:22,2020-08-19 03:08:50,test notes,5,4,2,3
2023-01-26 16:04:20,2022-11-21 15:23:50,test notes,9,21,4,7
2023-05-27 16:30:48,2023-02-06 06:53:49,test notes,10,34,1,2
2022-12-26 16:59:51,2022-08-05 20:51:20,test notes,14,19,1,6
2023-07-09 15:35:00,2023-01-30 01:02:25,test notes,7,67,2,2
2023-04-04 04:38:36,2022-04-17 03:53:44,test notes,1,5,3,3
2023-04-25 06:17:19,2022-06-09 11:15:29,test notes,7,67,3,1
2023-01-24 03:50:40,2023-01-04 22:13:33,test notes,9,63,3,1
2023-02-09 15:39:35,2021-03-13 10:34:00,test notes,14,27,2,5
2022-08-04 13:26:04,2021-07-04 06:29:15,test notes,6,38,2,6
2022-08-07 18:47:43,2022-11-25 07:00:02,test notes,10,36,1,3
2022-09-10 22:55:12,2022-09-14 07:15:17,test notes,10,90,3,1
2022-11-17 09:35:28,2022-04-26 12:08:27,test notes,10,94,3,1
2023-05-04 12:46:25,2023-01-13 04:52:09,test notes,2,79,1,7
2023-02-07 16:08:35,2021-03-06 11:30:59,test notes,4,5,4,1
2022-10-21 04:57:54,2023-01-26 05:17:01,test notes,7,43,3,7
2022-10-26 20:20:29,2021-08-20 18:32:15,test notes,12,34,1,5
2023-03-31 09:05:02,2022-03-13 08:49:12,test notes,8,20,3,2
2022-08-02 15:58:18,2020-08-17 01:08:15,test notes,12,28,3,2
2022-09-17 00:10:03,2021-07-06 06:19:00,test notes,11,2,2,5
2022-10-31 18:12:30,2022-02-28 17:43:41,test notes,5,82,4,5
2023-03-28 08:46:09,2022-04-29 01:00:58,test notes,7,97,3,7
2022-10-05 22:23:17,2020-08-14 20:34:42,test notes,3,2,4,5
2022-07-21 10:40:35,2023-03-13 08:34:41,test notes,4,25,3,4
2022-10-11 20:03:21,2022-03-17 06:54:17,test notes,10,46,1,6
2022-11-24 14:12:25,2020-12-31 08:36:26,test notes,13,11,3,2
2023-06-09 06:42:23,2021-08-22 14:33:22,test notes,11,56,4,3
2023-01-09 15:09:34,2020-11-16 16:28:13,test notes,6,98,1,7
2023-03-20 04:56:31,2023-07-05 08:07:09,test notes,12,57,1,5
2023-06-19 20:28:28,2021-01-09 06:37:34,test notes,2,42,2,5
2023-05-15 10:33:17,2023-05-22 14:20:32,test notes,6,16,1,5
2023-01-09 12:45:25,2020-11-01 06:01:03,test notes,12,73,3,6
2022-08-20 14:15:19,2022-09-10 12:56:36,test notes,10,26,1,6
2023-02-17 13:35:22,2020-05-01 04:44:39,test notes,8,70,3,7
2023-06-12 11:12:55,2023-05-01 15:06:41,test notes,6,75,4,3
2022-09-26 08:21:37,2021-10-02 05:39:44,test notes,8,8,4,6
2022-10-26 13:46:09,2023-06-22 22:28:41,test notes,7,76,1,6
2023-04-25 00:25:37,2020-10-18 17:37:13,test notes,14,4,2,4
2022-12-14 01:45:42,2022-12-15 18:39:20,test notes,6,64,1,6
2022-10-01 18:23:27,2022-04-20 23:11:36,test notes,13,82,1,7
2023-05-15 15:17:14,2020-12-11 15:40:20,test notes,10,61,1,5
2022-12-27 14:23:03,2020-05-27 17:44:46,test notes,11,30,4,2
2022-07-12 09:19:26,2022-08-30 05:07:24,test notes,5,30,3,5
2023-03-18 20:40:08,2022-03-17 03:52:44,test notes,10,13,1,4
2023-02-20 00:53:52,2020-11-17 19:47:19,test notes,5,63,4,2
2022-07-26 06:45:28,2021-04-01 14:15:39,test notes,4,85,4,3
2023-04-11 17:25:37,2023-01-17 02:02:51,test notes,13,7,1,5
2022-09-19 19:37:31,2020-08-30 13:49:30,test notes,9,28,3,6
2022-08-05 12:23:38,2022-07-07 09:45:09,test notes,13,57,1,5
2022-11-27 19:34:57,2023-04-26 01:58:33,test notes,5,37,4,6
2023-06-11 10:51:59,2021-07-01 11:01:07,test notes,10,22,3,4
2022-09-19 19:24:08,2021-08-10 00:11:59,test notes,11,9,2,4
2022-08-17 10:09:23,2022-07-04 02:15:20,test notes,9,14,1,3
2023-02-22 20:04:23,2021-10-15 04:26:27,test notes,12,99,1,7
2023-01-06 16:47:31,2021-01-26 07:22:27,test notes,6,25,4,7
2023-03-21 13:30:28,2021-01-30 18:45:52,test notes,2,98,2,3
2022-08-27 02:28:02,2022-01-24 11:32:55,test notes,4,29,2,7
2022-11-30 14:36:50,2023-01-24 04:51:24,test notes,7,83,3,2
2022-11-14 05:07:51,2022-11-03 10:33:58,test notes,13,56,4,2
2023-04-09 17:12:26,2022-01-22 05:16:30,test notes,6,85,4,3
2022-10-06 01:54:56,2022-03-12 20:21:38,test notes,7,55,1,6
2023-01-10 12:40:39,2022-06-26 20:12:19,test notes,2,86,3,5
2022-12-24 18:16:17,2020-11-11 05:31:40,test notes,2,23,4,4
2023-06-05 10:36:40,2021-10-25 17:05:07,test notes,4,52,4,2
2023-05-01 03:51:44,2020-08-12 13:20:37,test notes,13,35,1,7
2022-11-21 11:15:00,2022-11-14 13:48:49,test notes,3,91,4,4
2022-11-15 17:55:54,2023-03-29 04:39:20,test notes,13,37,1,1
2023-03-24 16:09:06,2022-03-05 19:43:22,test notes,10,54,2,1
2022-10-08 17:23:04,2020-05-07 11:52:02,test notes,12,62,3,4
2023-03-31 12:06:28,2022-07-18 12:54:21,test notes,2,44,3,6
2023-06-27 20:08:07,2020-11-29 19:09:37,test notes,11,10,1,7
2022-11-25 11:37:32,2020-09-24 02:28:32,test notes,7,85,3,5
2022-09-08 19:25:11,2020-05-16 13:53:51,test notes,11,20,1,7
2023-05-02 21:36:15,2021-02-27 17:29:39,test notes,1,51,4,5
2023-03-21 11:50:08,2022-08-02 15:00:59,test notes,5,79,1,4
2023-05-07 12:56:14,2020-06-14 08:57:27,test notes,12,92,2,6
2023-04-11 11:59:40,2023-04-18 13:11:32,test notes,5,91,1,1
2023-01-06 10:59:19,2023-03-16 04:02:53,test notes,13,35,4,7
2023-07-06 18:06:19,2020-12-05 12:39:02,test notes,11,3,4,7
2023-04-17 22:24:13,2021-07-05 09:38:29,test notes,11,31,3,5
2022-09-06 22:11:49,2021-05-21 04:44:04,test notes,4,19,2,4
2023-01-03 01:18:03,2022-07-10 15:59:07,test notes,8,42,3,5
2022-10-22 21:02:01,2021-11-25 23:07:36,test notes,6,53,2,1
2022-10-06 11:24:32,2021-01-22 03:26:26,test notes,14,65,3,7
2023-04-07 12:51:49,2022-12-27 01:20:02,test notes,14,72,1,1
2023-01-09 15:44:59,2020-11-05 23:50:53,test notes,8,94,1,6
2023-06-15 20:50:52,2021-12-06 19:07:39,test notes,9,57,4,7
2023-02-14 04:20:14,2022-06-29 15:21:27,test notes,7,9,1,4
2023-01-13 19:53:51,2023-04-01 23:31:49,test notes,5,76,1,2
2022-08-15 15:49:38,2022-03-07 22:30:12,test notes,3,4,4,7
2022-07-31 20:31:51,2023-02-24 04:18:31,test notes,3,22,2,2
2023-01-26 03:33:18,2022-12-25 18:05:43,test notes,12,90,2,1
2023-03-28 19:27:57,2020-10-06 18:20:49,test notes,9,26,4,3
2022-12-26 01:20:53,2021-11-16 11:04:39,test notes,12,86,3,1
2023-02-27 14:48:25,2021-09-18 02:16:28,test notes,2,3,3,5
2023-04-24 17:55:03,2020-07-09 11:06:16,test notes,6,29,1,2
2022-09-25 07:29:08,2021-08-13 19:52:00,test notes,10,84,2,3
2023-05-07 21:24:36,2020-04-29 13:25:27,test notes,10,89,1,6
2022-12-28 19:06:36,2021-05-18 14:41:23,test notes,6,5,4,1
2023-04-15 23:40:42,2023-05-09 09:36:35,test notes,12,33,4,5
2023-04-30 10:54:00,2021-04-06 21:28:01,test notes,9,46,2,7
2023-01-23 00:37:10,2021-04-05 09:18:44,test notes,13,35,3,5
2022-10-17 00:16:32,2021-10-03 16:31:08,test notes,11,31,1,2
2023-05-20 18:24:05,2022-08-31 12:58:08,test notes,10,62,4,7
2022-10-24 09:23:18,2021-11-19 09:45:35,test notes,11,18,4,5
2022-11-12 02:47:54,2021-09-08 04:53:39,test notes,2,71,1,4
2023-03-07 01:53:52,2023-06-01 23:13:13,test notes,4,52,2,5
2023-05-03 00:51:06,2020-09-20 21:06:46,test notes,3,42,3,3
2023-02-17 18:24:44,2020-08-11 04:05:01,test notes,10,68,1,2
2023-03-13 01:34:59,2021-06-05 10:18:18,test notes,10,57,4,3
2022-07-16 09:46:47,2021-12-23 07:52:56,test notes,10,57,1,7
2023-01-27 20:54:23,2020-10-25 03:05:47,test notes,2,96,4,2
2023-02-12 14:26:56,2020-07-19 01:24:24,test notes,12,82,2,6
2022-11-13 06:47:00,2020-05-28 04:52:52,test notes,13,59,2,7
2022-12-01 21:48:40,2021-11-07 03:05:40,test notes,1,34,3,7
2023-06-12 05:38:23,2021-02-07 19:45:46,test notes,10,8,1,1
2023-04-14 19:09:17,2021-06-12 12:38:47,test notes,5,37,3,1
2023-07-07 06:58:07,2022-03-10 14:13:15,test notes,5,44,4,4
2023-01-25 12:26:32,2022-11-19 15:34:22,test notes,10,89,2,6
2023-06-20 22:08:38,2022-12-27 07:45:24,test notes,1,21,3,6
2023-07-08 18:55:51,2023-02-23 13:19:58,test notes,6,92,3,1
2022-11-15 18:53:39,2021-12-14 15:13:34,test notes,5,3,3,6
2023-02-25 21:31:15,2023-03-01 04:32:47,test notes,10,45,2,2
2022-07-13 07:04:21,2021-12-27 09:00:19,test notes,6,35,1,4
2023-01-13 02:07:55,2021-06-21 14:40:51,test notes,10,9,1,3
2023-05-03 02:40:27,2020-06-04 08:54:12,test notes,14,17,2,1
2022-12-01 22:00:36,2022-01-18 19:30:08,test notes,12,29,2,2
2022-10-11 23:24:45,2020-05-28 17:45:08,test notes,12,58,3,2
2022-08-29 21:34:54,2020-10-19 08:10:01,test notes,9,28,4,1
2022-11-12 00:47:23,2021-10-17 15:31:12,test notes,11,78,4,5
2023-05-20 22:39:50,2021-07-12 04:26:21,test notes,10,4,2,6
2022-10-23 04:16:48,2021-01-07 14:17:06,test notes,5,24,3,5
2022-11-15 07:38:59,2022-03-03 20:07:30,test notes,12,73,4,2
2023-03-13 03:12:44,2021-05-24 13:10:33,test notes,2,60,2,2
2023-03-04 10:50:05,2020-07-29 03:29:14,test notes,7,23,2,3
2022-11-07 05:01:23,2022-12-04 04:50:50,test notes,13,60,1,7
2022-08-08 02:19:59,2022-03-29 17:03:23,test notes,11,26,1,6
2022-08-05 15:44:44,2021-11-24 02:33:29,test notes,3,12,4,2
2023-06-03 02:38:01,2023-01-08 17:36:52,test notes,3,27,4,5
2023-03-06 12:26:46,2022-09-28 04:57:51,test notes,10,52,4,6
2023-02-03 08:16:34,2022-10-14 23:37:22,test notes,14,21,2,6
2023-05-05 13:04:49,2022-01-24 02:16:47,test notes,7,31,4,2
2022-10-04 18:27:17,2020-11-08 09:45:01,test notes,2,74,1,1
2022-10-16 05:04:24,2023-06-13 10:12:08,test notes,11,74,4,3
2022-09-20 21:41:34,2021-07-12 18:28:48,test notes,13,97,1,5
2022-10-18 10:17:55,2022-02-17 23:02:59,test notes,8,53,3,1
2022-11-26 17:02:54,2022-12-01 01:12:29,test notes,6,31,3,5
2022-08-03 02:21:26,2021-11-18 13:43:40,test notes,10,31,2,4
2023-06-06 19:36:21,2020-10-20 01:38:47,test notes,4,78,3,1
2023-06-29 18:14:02,2020-11-04 12:21:35,test notes,9,60,1,2
2023-07-10 01:08:19,2022-04-24 21:51:28,test notes,11,57,4,1
2022-09-04 22:34:54,2021-10-15 22:00:37,test notes,12,58,2,3
2023-01-07 23:00:04,2021-05-28 02:54:39,test notes,14,25,4,7
2022-09-30 14:16:39,2022-05-23 02:55:17,test notes,8,14,4,7
2023-01-14 21:45:22,2020-10-17 00:43:48,test notes,1,86,4,6
2022-07-30 11:09:21,2022-10-08 15:54:45,test notes,11,100,2,7
